@relation 1merLabeled

@attribute A real 
@attribute R real
@attribute N real
@attribute D real
@attribute C real
@attribute E real
@attribute Q real
@attribute G real
@attribute H real
@attribute I real
@attribute L real
@attribute K real
@attribute M real
@attribute F real
@attribute P real
@attribute S real
@attribute T real
@attribute W real
@attribute Y real
@attribute V real
@attribute errorPercent real

@data
0.077,0.038,0.000,0.192,0.000,0.269,0.000,0.000,0.038,0.077,0.038,0.000,0.000,0.000,0.115,0.000,0.038,0.000,0.077,0.038,0.00319599
0.043,0.043,0.130,0.043,0.000,0.130,0.043,0.043,0.000,0.174,0.043,0.000,0.000,0.043,0.043,0.000,0.043,0.000,0.000,0.174,0.00234591
0.062,0.062,0.000,0.062,0.000,0.062,0.188,0.000,0.000,0.000,0.125,0.000,0.062,0.062,0.000,0.125,0.000,0.000,0.125,0.062,0.00247802
0.000,0.000,0.143,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.429,0.143,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.00362884
0.000,0.111,0.111,0.111,0.000,0.111,0.222,0.000,0.000,0.000,0.111,0.000,0.111,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.00807231
0.091,0.091,0.000,0.000,0.000,0.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.182,0.000,0.091,0.091,0.091,0.000,0.091,0.00290818
0.235,0.000,0.000,0.059,0.000,0.000,0.000,0.059,0.000,0.059,0.118,0.059,0.000,0.000,0.000,0.000,0.176,0.000,0.000,0.235,0.00286998
0.000,0.000,0.000,0.000,0.067,0.067,0.067,0.000,0.067,0.067,0.133,0.067,0.067,0.000,0.067,0.067,0.133,0.000,0.067,0.067,0.00382737
0.143,0.071,0.071,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.071,0.143,0.000,0.071,0.000,0.000,0.143,0.00364409
0.100,0.100,0.000,0.000,0.000,0.300,0.300,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00635026
0.048,0.048,0.000,0.095,0.000,0.048,0.000,0.190,0.048,0.000,0.238,0.000,0.000,0.048,0.048,0.048,0.000,0.000,0.048,0.095,0.00270616
0.000,0.000,0.000,0.120,0.040,0.080,0.040,0.080,0.000,0.040,0.000,0.080,0.080,0.000,0.080,0.040,0.120,0.000,0.040,0.160,0.0035213
0.231,0.077,0.077,0.077,0.000,0.000,0.000,0.077,0.000,0.000,0.077,0.000,0.000,0.077,0.077,0.154,0.000,0.000,0.000,0.077,0.00437684
0.071,0.000,0.000,0.071,0.071,0.000,0.000,0.143,0.071,0.143,0.071,0.071,0.000,0.000,0.071,0.000,0.071,0.000,0.000,0.143,0.00432418
0.091,0.000,0.091,0.091,0.000,0.091,0.000,0.091,0.000,0.091,0.091,0.091,0.000,0.000,0.091,0.091,0.000,0.000,0.000,0.091,0.00507261
0.154,0.000,0.077,0.231,0.077,0.000,0.000,0.000,0.000,0.000,0.077,0.077,0.077,0.000,0.000,0.077,0.077,0.000,0.000,0.077,0.00653412
0.000,0.000,0.077,0.231,0.000,0.077,0.077,0.154,0.000,0.000,0.000,0.077,0.077,0.077,0.000,0.154,0.000,0.000,0.000,0.000,0.00692399
0.000,0.077,0.077,0.000,0.000,0.000,0.077,0.077,0.000,0.077,0.231,0.000,0.000,0.000,0.077,0.154,0.000,0.077,0.000,0.077,0.00302955
0.125,0.000,0.000,0.062,0.000,0.125,0.000,0.000,0.000,0.000,0.188,0.062,0.062,0.000,0.250,0.000,0.000,0.000,0.000,0.125,0.0031053
0.071,0.000,0.214,0.071,0.000,0.071,0.071,0.000,0.000,0.071,0.000,0.071,0.000,0.000,0.071,0.143,0.071,0.000,0.071,0.000,0.0075599
0.000,0.000,0.083,0.125,0.000,0.000,0.000,0.000,0.000,0.250,0.042,0.042,0.083,0.000,0.042,0.208,0.083,0.000,0.000,0.042,0.00233575
0.167,0.000,0.083,0.083,0.083,0.000,0.000,0.083,0.083,0.083,0.083,0.083,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.083,0.00511843
0.100,0.100,0.050,0.000,0.000,0.050,0.050,0.050,0.050,0.000,0.100,0.000,0.000,0.000,0.100,0.200,0.100,0.000,0.050,0.000,0.00683148
0.217,0.043,0.000,0.087,0.000,0.043,0.043,0.087,0.043,0.000,0.261,0.000,0.000,0.000,0.043,0.000,0.043,0.000,0.000,0.087,0.00236547
0.000,0.091,0.000,0.091,0.000,0.000,0.091,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.364,0.091,0.000,0.182,0.000,0.00883015
0.111,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.222,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.222,0.00419377
0.000,0.083,0.083,0.083,0.083,0.000,0.000,0.000,0.000,0.167,0.083,0.000,0.000,0.000,0.083,0.083,0.083,0.000,0.083,0.083,0.00398514
0.059,0.059,0.000,0.059,0.000,0.000,0.118,0.000,0.000,0.000,0.294,0.000,0.059,0.000,0.059,0.176,0.000,0.000,0.118,0.000,0.00250123
0.114,0.000,0.000,0.045,0.045,0.091,0.000,0.159,0.045,0.091,0.045,0.023,0.000,0.023,0.045,0.045,0.091,0.000,0.023,0.114,0.00282602
0.167,0.000,0.083,0.000,0.083,0.083,0.000,0.083,0.083,0.083,0.000,0.083,0.083,0.000,0.000,0.083,0.083,0.000,0.000,0.000,0.0127238
0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.000,0.000,0.100,0.100,0.100,0.000,0.000,0.000,0.100,0.100,0.000,0.200,0.100,0.00453403
0.158,0.053,0.000,0.053,0.000,0.105,0.053,0.053,0.000,0.000,0.158,0.000,0.000,0.000,0.053,0.158,0.000,0.053,0.053,0.053,0.00263843
0.111,0.056,0.056,0.056,0.056,0.056,0.056,0.111,0.000,0.056,0.000,0.000,0.000,0.056,0.056,0.056,0.056,0.056,0.000,0.111,0.00350631
0.000,0.000,0.000,0.278,0.000,0.000,0.056,0.056,0.056,0.056,0.056,0.056,0.000,0.000,0.111,0.000,0.000,0.056,0.000,0.222,0.00328492
0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.250,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.125,0.000,0.000,0.00388087
0.053,0.000,0.053,0.053,0.000,0.105,0.000,0.105,0.053,0.105,0.000,0.053,0.000,0.000,0.053,0.105,0.158,0.000,0.053,0.053,0.00538619
0.250,0.050,0.050,0.000,0.000,0.000,0.100,0.050,0.000,0.100,0.050,0.000,0.100,0.000,0.050,0.050,0.050,0.000,0.000,0.100,0.00308374
0.227,0.000,0.000,0.000,0.000,0.136,0.000,0.227,0.000,0.000,0.091,0.045,0.000,0.000,0.136,0.136,0.000,0.000,0.000,0.000,0.00514624
0.125,0.062,0.000,0.000,0.000,0.062,0.000,0.062,0.125,0.250,0.062,0.000,0.000,0.000,0.062,0.062,0.062,0.000,0.062,0.000,0.00462279
0.100,0.100,0.000,0.000,0.000,0.100,0.100,0.100,0.000,0.100,0.300,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.00363666
0.300,0.100,0.000,0.000,0.000,0.300,0.000,0.000,0.100,0.000,0.100,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.0164475
0.000,0.000,0.000,0.000,0.111,0.000,0.111,0.000,0.111,0.111,0.111,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.00705645
0.067,0.067,0.000,0.000,0.000,0.133,0.133,0.067,0.000,0.000,0.200,0.067,0.000,0.000,0.133,0.000,0.067,0.000,0.000,0.067,0.00556077
0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.125,0.125,0.125,0.125,0.0052408
0.000,0.000,0.105,0.158,0.000,0.105,0.105,0.105,0.000,0.000,0.105,0.053,0.053,0.000,0.000,0.053,0.105,0.053,0.000,0.000,0.00350325
0.231,0.000,0.154,0.077,0.000,0.077,0.000,0.000,0.000,0.154,0.077,0.077,0.000,0.000,0.077,0.077,0.000,0.000,0.000,0.000,0.00562811
0.077,0.000,0.077,0.000,0.000,0.000,0.231,0.000,0.000,0.077,0.154,0.077,0.000,0.000,0.000,0.077,0.154,0.000,0.077,0.000,0.00489163
0.154,0.077,0.000,0.000,0.000,0.000,0.154,0.000,0.077,0.000,0.000,0.000,0.077,0.000,0.154,0.077,0.154,0.000,0.000,0.077,0.0109942
0.087,0.043,0.000,0.087,0.000,0.043,0.000,0.087,0.000,0.000,0.043,0.000,0.000,0.000,0.130,0.043,0.261,0.000,0.000,0.174,0.00380066
0.000,0.111,0.111,0.111,0.111,0.111,0.000,0.000,0.000,0.111,0.111,0.000,0.000,0.000,0.111,0.111,0.000,0.000,0.000,0.000,0.00740796
0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.308,0.154,0.077,0.077,0.000,0.000,0.154,0.00278923
0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.222,0.111,0.000,0.000,0.111,0.000,0.000,0.111,0.00289302
0.000,0.067,0.000,0.000,0.133,0.200,0.000,0.067,0.067,0.000,0.067,0.000,0.000,0.133,0.067,0.067,0.133,0.000,0.000,0.000,0.00518627
0.143,0.000,0.000,0.143,0.000,0.143,0.000,0.000,0.000,0.000,0.143,0.143,0.143,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.00519234
0.000,0.000,0.000,0.077,0.000,0.077,0.000,0.154,0.077,0.000,0.154,0.077,0.077,0.154,0.000,0.000,0.077,0.000,0.000,0.077,0.00369475
0.040,0.000,0.000,0.120,0.040,0.160,0.000,0.120,0.000,0.000,0.120,0.040,0.000,0.000,0.120,0.040,0.040,0.000,0.000,0.160,0.00327187
0.133,0.000,0.067,0.000,0.000,0.067,0.000,0.067,0.000,0.000,0.000,0.067,0.000,0.067,0.000,0.133,0.200,0.000,0.000,0.200,0.00523046
0.105,0.053,0.053,0.053,0.053,0.000,0.053,0.105,0.000,0.105,0.053,0.053,0.053,0.105,0.053,0.000,0.000,0.000,0.000,0.105,0.00308629
0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.083,0.167,0.083,0.000,0.083,0.000,0.083,0.083,0.000,0.083,0.167,0.00349571
0.000,0.000,0.071,0.071,0.000,0.000,0.071,0.071,0.000,0.214,0.071,0.071,0.000,0.000,0.000,0.071,0.000,0.000,0.071,0.214,0.0029893
0.000,0.091,0.000,0.000,0.000,0.182,0.091,0.000,0.091,0.000,0.000,0.000,0.000,0.091,0.000,0.091,0.182,0.000,0.000,0.182,0.00888935
0.083,0.083,0.083,0.083,0.000,0.083,0.083,0.083,0.000,0.000,0.167,0.000,0.000,0.083,0.000,0.083,0.000,0.000,0.083,0.000,0.00390755
0.000,0.100,0.000,0.000,0.000,0.300,0.100,0.100,0.000,0.000,0.000,0.100,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.100,0.0168938
0.174,0.043,0.043,0.043,0.087,0.000,0.087,0.043,0.087,0.043,0.000,0.000,0.043,0.000,0.043,0.130,0.043,0.043,0.043,0.000,0.00551032
0.286,0.143,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.143,0.143,0.000,0.000,0.00606706
0.000,0.000,0.182,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.091,0.091,0.000,0.091,0.000,0.091,0.182,0.000,0.000,0.182,0.00569534
0.000,0.000,0.133,0.000,0.000,0.067,0.000,0.000,0.067,0.133,0.067,0.067,0.000,0.000,0.000,0.133,0.200,0.000,0.000,0.133,0.00592434
0.000,0.111,0.000,0.000,0.000,0.000,0.111,0.111,0.111,0.111,0.111,0.000,0.000,0.000,0.000,0.111,0.111,0.000,0.000,0.111,0.0128904
0.000,0.077,0.077,0.077,0.000,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.308,0.077,0.000,0.077,0.000,0.000,0.154,0.00259284
0.000,0.042,0.083,0.167,0.000,0.042,0.000,0.125,0.042,0.000,0.083,0.000,0.000,0.042,0.083,0.000,0.042,0.042,0.083,0.125,0.00297963
0.000,0.000,0.056,0.056,0.000,0.167,0.111,0.000,0.000,0.111,0.111,0.056,0.000,0.056,0.056,0.000,0.167,0.000,0.000,0.056,0.00344009
0.154,0.077,0.077,0.077,0.000,0.154,0.000,0.000,0.000,0.000,0.154,0.000,0.000,0.000,0.000,0.077,0.000,0.000,0.077,0.154,0.00405742
0.000,0.125,0.250,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.00570309
0.087,0.000,0.087,0.087,0.000,0.087,0.000,0.087,0.000,0.130,0.087,0.043,0.000,0.087,0.000,0.000,0.174,0.000,0.000,0.043,0.00263447
0.000,0.000,0.154,0.000,0.154,0.000,0.000,0.308,0.000,0.077,0.077,0.077,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.077,0.00797346
0.154,0.000,0.077,0.077,0.077,0.077,0.000,0.077,0.000,0.000,0.000,0.077,0.000,0.154,0.077,0.000,0.000,0.000,0.000,0.154,0.00469791
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.545,0.091,0.000,0.000,0.000,0.182,0.182,0.000,0.000,0.000,0.00332963
0.000,0.000,0.059,0.059,0.059,0.118,0.059,0.059,0.059,0.000,0.294,0.059,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.118,0.00300547
0.000,0.038,0.038,0.000,0.038,0.115,0.077,0.115,0.000,0.115,0.115,0.000,0.038,0.000,0.077,0.000,0.000,0.000,0.077,0.154,0.00260822
0.176,0.059,0.059,0.059,0.000,0.000,0.000,0.059,0.059,0.000,0.176,0.000,0.059,0.118,0.000,0.059,0.118,0.000,0.000,0.000,0.00305641
0.071,0.000,0.000,0.071,0.000,0.000,0.143,0.071,0.000,0.000,0.000,0.071,0.000,0.000,0.071,0.286,0.071,0.000,0.000,0.143,0.0128695
0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.111,0.000,0.111,0.333,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.111,0.00454746
0.040,0.000,0.080,0.080,0.040,0.040,0.000,0.000,0.000,0.200,0.040,0.040,0.000,0.000,0.000,0.120,0.120,0.000,0.040,0.160,0.00265952
0.130,0.043,0.043,0.087,0.043,0.087,0.087,0.043,0.000,0.087,0.087,0.000,0.000,0.000,0.043,0.043,0.043,0.000,0.043,0.087,0.00343938
0.077,0.000,0.077,0.154,0.000,0.231,0.077,0.077,0.077,0.000,0.077,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.00990665
0.200,0.100,0.000,0.000,0.000,0.000,0.100,0.100,0.000,0.000,0.100,0.000,0.000,0.000,0.200,0.100,0.000,0.000,0.000,0.100,0.0083631
0.143,0.000,0.000,0.000,0.000,0.071,0.143,0.000,0.000,0.071,0.214,0.071,0.000,0.071,0.000,0.143,0.071,0.000,0.000,0.000,0.00364709
0.077,0.077,0.154,0.000,0.000,0.077,0.000,0.077,0.000,0.154,0.077,0.000,0.000,0.077,0.077,0.000,0.077,0.000,0.077,0.000,0.00378296
0.000,0.071,0.071,0.000,0.000,0.000,0.071,0.000,0.071,0.000,0.143,0.000,0.000,0.000,0.143,0.071,0.143,0.071,0.071,0.071,0.00469893
0.000,0.111,0.111,0.000,0.000,0.111,0.222,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.111,0.0116503
0.214,0.071,0.071,0.000,0.000,0.000,0.071,0.143,0.071,0.000,0.071,0.000,0.000,0.143,0.000,0.071,0.000,0.000,0.000,0.071,0.00634421
0.118,0.000,0.059,0.000,0.000,0.059,0.059,0.000,0.000,0.118,0.176,0.059,0.000,0.059,0.059,0.176,0.059,0.000,0.000,0.000,0.00334816
0.000,0.059,0.176,0.000,0.000,0.059,0.118,0.000,0.000,0.000,0.118,0.000,0.059,0.118,0.059,0.059,0.059,0.000,0.000,0.118,0.00276244
0.176,0.059,0.059,0.059,0.000,0.118,0.118,0.059,0.000,0.000,0.059,0.000,0.000,0.000,0.059,0.059,0.118,0.000,0.000,0.059,0.00767374
0.095,0.000,0.048,0.143,0.000,0.143,0.000,0.143,0.000,0.048,0.143,0.048,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.048,0.00373321
0.048,0.000,0.000,0.095,0.095,0.095,0.000,0.238,0.048,0.000,0.000,0.048,0.000,0.048,0.048,0.000,0.048,0.048,0.000,0.143,0.00510352
0.136,0.000,0.091,0.000,0.045,0.182,0.000,0.000,0.045,0.000,0.182,0.045,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.182,0.00386699
0.100,0.100,0.000,0.100,0.000,0.000,0.100,0.000,0.100,0.000,0.100,0.000,0.000,0.000,0.000,0.100,0.200,0.000,0.000,0.100,0.0169148
0.077,0.000,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.154,0.077,0.000,0.077,0.462,0.000,0.000,0.000,0.000,0.077,0.00401496
0.250,0.000,0.000,0.062,0.000,0.250,0.000,0.062,0.000,0.000,0.000,0.062,0.000,0.062,0.125,0.062,0.062,0.000,0.000,0.000,0.00613065
0.182,0.000,0.000,0.182,0.000,0.000,0.000,0.091,0.000,0.000,0.273,0.091,0.000,0.000,0.091,0.091,0.000,0.000,0.000,0.000,0.00593999
0.091,0.000,0.000,0.091,0.000,0.000,0.000,0.091,0.182,0.091,0.091,0.091,0.000,0.091,0.091,0.000,0.091,0.000,0.000,0.000,0.00828649
0.200,0.000,0.000,0.160,0.000,0.000,0.040,0.040,0.000,0.040,0.120,0.040,0.000,0.000,0.040,0.080,0.080,0.000,0.000,0.160,0.00282768
0.083,0.000,0.083,0.083,0.083,0.000,0.083,0.000,0.000,0.000,0.083,0.083,0.000,0.000,0.000,0.167,0.083,0.083,0.000,0.083,0.00608002
0.000,0.000,0.143,0.143,0.000,0.000,0.000,0.000,0.000,0.071,0.286,0.071,0.071,0.071,0.000,0.071,0.071,0.000,0.000,0.000,0.00304807
0.118,0.059,0.118,0.118,0.000,0.118,0.059,0.000,0.000,0.000,0.176,0.000,0.000,0.000,0.000,0.059,0.000,0.000,0.176,0.000,0.00364552
0.071,0.071,0.214,0.143,0.071,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.071,0.071,0.000,0.000,0.071,0.071,0.000,0.071,0.00385148
0.000,0.111,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.222,0.111,0.000,0.000,0.000,0.111,0.000,0.00381251
0.083,0.000,0.083,0.042,0.000,0.042,0.000,0.125,0.042,0.042,0.125,0.042,0.000,0.000,0.083,0.000,0.000,0.042,0.083,0.167,0.00331766
0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.083,0.000,0.083,0.250,0.083,0.000,0.000,0.083,0.083,0.083,0.083,0.000,0.083,0.00335482
0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.111,0.000,0.333,0.111,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.111,0.00369811
0.200,0.000,0.000,0.300,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.0128208
0.067,0.067,0.067,0.067,0.200,0.067,0.000,0.067,0.000,0.067,0.000,0.000,0.000,0.133,0.067,0.067,0.000,0.000,0.067,0.000,0.00461499
0.053,0.053,0.000,0.000,0.000,0.053,0.053,0.105,0.053,0.000,0.211,0.000,0.000,0.000,0.105,0.105,0.158,0.000,0.053,0.000,0.00446202
0.077,0.077,0.000,0.000,0.000,0.077,0.154,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.077,0.000,0.077,0.000,0.308,0.0054345
0.182,0.000,0.091,0.000,0.000,0.273,0.091,0.091,0.000,0.000,0.000,0.091,0.000,0.091,0.000,0.091,0.000,0.000,0.000,0.000,0.0123407
0.091,0.000,0.091,0.000,0.000,0.000,0.091,0.091,0.000,0.000,0.000,0.091,0.000,0.091,0.000,0.091,0.091,0.000,0.091,0.182,0.00726905
0.200,0.100,0.200,0.100,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.100,0.100,0.000,0.000,0.000,0.0122702
0.100,0.000,0.000,0.100,0.000,0.300,0.000,0.100,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.100,0.100,0.000,0.100,0.00776708
0.000,0.111,0.000,0.111,0.222,0.000,0.000,0.111,0.000,0.111,0.222,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.00550135
0.087,0.043,0.000,0.000,0.000,0.000,0.130,0.087,0.043,0.000,0.174,0.000,0.000,0.043,0.087,0.130,0.087,0.000,0.087,0.000,0.00379421
0.100,0.100,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.300,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.00454573
0.111,0.111,0.111,0.000,0.000,0.111,0.000,0.000,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.111,0.000,0.0179877
0.062,0.000,0.062,0.062,0.000,0.125,0.062,0.062,0.062,0.125,0.000,0.062,0.000,0.062,0.125,0.000,0.062,0.000,0.062,0.000,0.00568808
0.160,0.000,0.080,0.040,0.000,0.120,0.040,0.040,0.040,0.080,0.080,0.040,0.000,0.000,0.080,0.080,0.040,0.000,0.040,0.040,0.00411218
0.071,0.000,0.000,0.000,0.071,0.214,0.071,0.000,0.000,0.071,0.143,0.071,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.143,0.00478927
0.000,0.125,0.125,0.000,0.000,0.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.375,0.000,0.000,0.000,0.000,0.000,0.000,0.0055036
0.111,0.111,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.111,0.000,0.000,0.111,0.000,0.000,0.111,0.00593714
0.000,0.000,0.091,0.045,0.045,0.136,0.045,0.136,0.045,0.000,0.045,0.045,0.045,0.000,0.000,0.000,0.182,0.045,0.000,0.091,0.00532218
0.000,0.059,0.059,0.059,0.000,0.059,0.059,0.059,0.000,0.059,0.118,0.000,0.000,0.059,0.000,0.059,0.000,0.059,0.118,0.176,0.00317349
0.077,0.000,0.000,0.000,0.077,0.000,0.000,0.231,0.000,0.154,0.000,0.077,0.000,0.000,0.000,0.077,0.154,0.000,0.077,0.077,0.00781196
0.000,0.050,0.050,0.100,0.000,0.150,0.050,0.150,0.050,0.100,0.100,0.000,0.000,0.000,0.000,0.050,0.050,0.000,0.050,0.050,0.00532957
0.200,0.000,0.000,0.000,0.000,0.100,0.100,0.200,0.000,0.000,0.000,0.100,0.000,0.200,0.000,0.000,0.000,0.000,0.100,0.000,0.0063584
0.000,0.091,0.091,0.091,0.000,0.182,0.000,0.091,0.000,0.182,0.091,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.091,0.00531238
0.111,0.111,0.111,0.000,0.000,0.111,0.000,0.111,0.000,0.000,0.222,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.0071016
0.000,0.050,0.050,0.150,0.000,0.050,0.050,0.050,0.000,0.000,0.150,0.000,0.000,0.050,0.200,0.000,0.050,0.000,0.050,0.100,0.00330857
0.118,0.059,0.059,0.000,0.000,0.176,0.000,0.059,0.118,0.059,0.176,0.000,0.000,0.000,0.118,0.000,0.059,0.000,0.000,0.000,0.006372
0.133,0.000,0.000,0.133,0.000,0.133,0.000,0.200,0.000,0.000,0.067,0.067,0.000,0.000,0.133,0.133,0.000,0.000,0.000,0.000,0.0125474
0.167,0.056,0.000,0.056,0.000,0.111,0.056,0.167,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.056,0.111,0.00979069
0.000,0.091,0.000,0.273,0.000,0.091,0.000,0.091,0.091,0.091,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.091,0.091,0.000,0.0077444
0.083,0.000,0.000,0.083,0.000,0.083,0.083,0.083,0.000,0.167,0.167,0.083,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.083,0.00439387
0.077,0.077,0.000,0.077,0.077,0.077,0.000,0.000,0.000,0.077,0.000,0.077,0.077,0.077,0.077,0.154,0.077,0.000,0.000,0.000,0.0071123
0.000,0.000,0.125,0.062,0.062,0.062,0.125,0.125,0.000,0.000,0.000,0.062,0.000,0.062,0.000,0.062,0.125,0.000,0.000,0.125,0.0076782
0.231,0.077,0.000,0.077,0.000,0.077,0.077,0.077,0.000,0.000,0.154,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.000,0.154,0.00515556
0.083,0.083,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.083,0.250,0.000,0.000,0.000,0.000,0.250,0.083,0.000,0.000,0.000,0.00492707
0.143,0.071,0.071,0.143,0.000,0.000,0.071,0.071,0.071,0.071,0.143,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.00661594
0.143,0.000,0.071,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.071,0.071,0.000,0.000,0.143,0.000,0.143,0.000,0.000,0.214,0.00628313
0.071,0.071,0.000,0.000,0.000,0.000,0.000,0.071,0.000,0.071,0.214,0.071,0.000,0.071,0.143,0.071,0.143,0.000,0.000,0.000,0.00527659
0.143,0.048,0.000,0.000,0.095,0.095,0.048,0.000,0.000,0.000,0.238,0.000,0.000,0.000,0.048,0.190,0.000,0.000,0.048,0.048,0.00372185
0.000,0.050,0.000,0.100,0.050,0.100,0.100,0.050,0.050,0.000,0.100,0.000,0.050,0.100,0.000,0.100,0.050,0.050,0.000,0.050,0.00343291
0.077,0.000,0.000,0.000,0.000,0.077,0.077,0.077,0.000,0.000,0.077,0.077,0.000,0.000,0.077,0.231,0.077,0.000,0.000,0.154,0.00824611
0.125,0.125,0.250,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.0131645
0.154,0.077,0.000,0.077,0.000,0.077,0.077,0.000,0.000,0.077,0.077,0.000,0.000,0.000,0.077,0.154,0.000,0.000,0.077,0.077,0.0051544
0.000,0.077,0.077,0.000,0.077,0.077,0.154,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.077,0.077,0.077,0.000,0.00870596
0.000,0.077,0.077,0.077,0.000,0.154,0.077,0.000,0.000,0.077,0.077,0.000,0.077,0.000,0.077,0.000,0.154,0.000,0.077,0.000,0.00552869
0.091,0.091,0.000,0.091,0.000,0.364,0.000,0.091,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.091,0.0094633
0.000,0.056,0.111,0.000,0.000,0.056,0.111,0.056,0.056,0.000,0.111,0.000,0.056,0.000,0.056,0.056,0.056,0.000,0.000,0.222,0.00543178
0.154,0.077,0.077,0.000,0.000,0.000,0.000,0.077,0.000,0.077,0.077,0.000,0.000,0.154,0.000,0.077,0.077,0.000,0.077,0.077,0.00382269
0.143,0.071,0.000,0.071,0.000,0.071,0.000,0.071,0.000,0.071,0.000,0.000,0.071,0.143,0.000,0.071,0.000,0.000,0.000,0.214,0.00388265
0.000,0.000,0.167,0.000,0.083,0.000,0.083,0.000,0.083,0.000,0.000,0.083,0.083,0.083,0.000,0.083,0.167,0.000,0.000,0.083,0.0135302
